symbol,name,sector,status,observations,median_daily_turnover
HATSN.IS,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,Other,PASS,596,58440388.440013885
HDFGS.IS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,44922921.73224062
HEDEF.IS,HEDEF HOLDİNG A.Ş.,Other,PASS,1208,21984094.795866728
HEKTS.IS,HEKTAŞ TİCARET T.A.Ş.,Other,PASS,1502,501380286.1449691
HKTM.IS,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,Other,PASS,999,43536426.110183716
HLGYO.IS,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1506,87595717.13379669
HTTBT.IS,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,Other,PASS,1112,25109195.617774963
HUBVC.IS,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,14427927.737861753
HUNER.IS,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,Other,PASS,1120,67159992.55003083
HURGZ.IS,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,Other,PASS,1502,22728294.673796892
ICBCT.IS,ICBC TURKEY BANK A.Ş.,Other,PASS,1502,17912672.361149788
ICUGS.IS,ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,7582190.858314037
IDGYO.IS,İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,4416634.17745018
IEYHO.IS,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,Other,PASS,1502,68325058.19947052
IHAAS.IS,İHLAS HABER AJANSI A.Ş.,Other,PASS,1198,28800426.191803932
IHEVA.IS,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,11098977.511401415
